"","filename","sentence","index","date","title","publication","filepath"
"47","moley_1.txt","Mar 16, 2022      Newstex Blogs           George Selgin",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"48","moley_1.txt","           | About LexisNexis | Privacy Policy | Terms & Conditions | Copyright © 2020 LexisNexis",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"49","moley_1.txt","                                                                                                     Page 1 of 2",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"50","moley_1.txt","                                                  Loose Ends (134)",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"51","moley_1.txt","                                                Loose Ends (134)",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"52","moley_1.txt","                                                    Power Line",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"53","moley_1.txt","                                                   July 14, 2021",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"54","moley_1.txt","Copyright 2021 Power Line All Rights Reserved",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"55","moley_1.txt","Length: 246 words",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"56","moley_1.txt","Dateline: New Delhi, 2021-07-14 18:45:59",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"57","moley_1.txt","Body",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"58","moley_1.txt"," July 14 -- · Lately I've been dipping into the great memoirs of Raymond Moley again. Moley was FDR's closest",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"59","moley_1.txt","confidante early from the governor's mansion in Albany and into the White House in 1933. In fact, Moley wrote",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"60","moley_1.txt","most of FDR's very problematic First Inaugural Address (but not the much more problematic Commonwealth Club",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"61","moley_1.txt","Address).",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"62","moley_1.txt","Moley broke with FDR after 1936, appalled by where he thought the New Deal had gone badly wrong, and FDR's",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"63","moley_1.txt","increasing monomania. Afterwards Moley moved to the right and eventually became a Republican. He wrote this in",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"64","moley_1.txt","one of his memoirs, and see if it doesn't apply to today:",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"65","moley_1.txt","""Progressivism has always thrived upon the attacks of its enemies. It remains to be seen whether it can survive the",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"66","moley_1.txt","mistakes of its friends.""",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"67","moley_1.txt","· Over at the American Thinker, Gamaliel Isaac writes:",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"68","moley_1.txt","""Critical Race Theory is liable to end for reasons very similar to the reasons the Salem witch trials ended.""",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"69","moley_1.txt","Let us hope this is true. I am doubtful. The biggest question for the fall is what is going to happen on college",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"70","moley_1.txt","campuses that were shut down for the last academic year, and hence missed the chance for campus protests about",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"71","moley_1.txt","George Floyd, BLM, Defund the Police, etc. Will the ""great reset"" entail things calming down, with students and",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"72","moley_1.txt","faculty alike saying they've had enough wokery, or will there be pent up demand to push even further to the left? I",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"73","moley_1.txt","can see either outcome happening.",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"74","moley_1.txt","· Finally-what's wrong with the humanities on college campuses in 10 seconds:",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"75","moley_1.txt","Classification",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"76","moley_1.txt","Language: ENGLISH",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"77","moley_1.txt","Publication-Type: Magazine",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"78","moley_1.txt","                                                                                Page 2 of 2",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"79","moley_1.txt","                                         Loose Ends (134)",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"80","moley_1.txt","Subject: BIOGRAPHICAL LITERATURE (90%); POLITICAL & SOCIAL IDEOLOGIES (78%); GOVERNORS",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"81","moley_1.txt","(77%); US REPUBLICAN PARTY (77%); CRIME, LAW ENFORCEMENT & CORRECTIONS (74%); NEGATIVE",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"82","moley_1.txt","MISC NEWS (74%); COLLEGES & UNIVERSITIES (71%); CRITICAL RACE THEORY (68%); HUMANITIES &",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"83","moley_1.txt","SOCIAL SCIENCE (66%); STUDENTS & STUDENT LIFE (66%); POLICE DEFUNDING (51%)",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"84","moley_1.txt","Industry: COLLEGES & UNIVERSITIES (71%); POLICE DEFUNDING (51%)",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"85","moley_1.txt","Geographic: NEW DELHI, INDIA (59%); UNITED STATES (78%); INDIA (74%)",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"86","moley_1.txt","Load-Date: July 14, 2021",1,2021-07-14,"Loose Ends (134)","     Power Line","../completed_homework/moley_1.txt"
"87","moley_2.txt","                                                                                                        Page 1 of 2",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"88","moley_2.txt","                         Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"89","moley_2.txt","         Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"90","moley_2.txt","                                     Primary Sources in U.S. Presidential History",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"91","moley_2.txt","                                                    April 12, 1933",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"92","moley_2.txt","Length: 291 words",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"93","moley_2.txt","Byline: Franklin Delano Roosevelt",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"94","moley_2.txt","Body",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"95","moley_2.txt","Document Type: Executive Orders [Primary Source]",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"96","moley_2.txt","Title: Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"97","moley_2.txt","Author: Roosevelt, Franklin Delano",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"98","moley_2.txt","Author Note: Thirty-Second President of the United States, (1933-1945)",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"99","moley_2.txt","Date: April 12, 1933    Pages: 1 p.",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"100","moley_2.txt","Series Title: Executive Orders",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"101","moley_2.txt","Document Number: Executive Order No. 6108",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"102","moley_2.txt","Availability: CIS Index to Presidential Executive Orders and Proclamations, Part II: Mar. 4, 1921 to Dec. 31, 1980,",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"103","moley_2.txt","Warren Harding to Ronald Reagan. 1933-EO-6108",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"104","moley_2.txt","Content Note: Waiving executive order prohibiting federal employees from holding office under any state, territorial,",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"105","moley_2.txt","or municipal government, in order to permit the Assistant Secretary of State to serve as a member of a commission",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"106","moley_2.txt","to investigate the administration of justice in the state of New York",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"107","moley_2.txt","Subject Descriptors: Administration of justice; Department of State; Government officials; New York State",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"108","moley_2.txt","Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"109","moley_2.txt","Executive Order",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"110","moley_2.txt","WAIVER OF PROVISIONS OF EXECUTIVE ORDER OF JANUARY 17, 1873, FOR RAYMOND MOLEY",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"111","moley_2.txt","The provisions of the Executive order of January 17, 1873, prohibiting Federal employees from holding office under",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"112","moley_2.txt","any State, territorial, or municipal government, are hereby waived to permit Raymond Moley, Assistant Secretary",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"113","moley_2.txt","of State, to hold the position of a member of the commission to investigate and collect facts relating to the present",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"114","moley_2.txt","administration of justice in the State of New York under the provisions of chapter 727, Laws of New York, 1930, and",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"115","moley_2.txt","amendments thereto, in view of the fact that, such office is without compensation and will not conflict with duties by",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"116","moley_2.txt","said Raymond Moley as Assistant Secretary of State.",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"117","moley_2.txt","FRANKLIN D ROOSEVELT",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"118","moley_2.txt","THE WHITE HOUSE,",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"119","moley_2.txt","April 12, 1933.",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"120","moley_2.txt","                                                                                         Page 2 of 2",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"121","moley_2.txt","                      Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"122","moley_2.txt","[No. 6108]",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"123","moley_2.txt","Classification",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"124","moley_2.txt","Language: ENGLISH",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"125","moley_2.txt","Subject: EXECUTIVE ORDERS (91%); US FEDERAL GOVERNMENT (91%); US PRESIDENTS (91%);",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"126","moley_2.txt","GOVERNMENT & PUBLIC ADMINISTRATION (90%); REGIONAL & LOCAL GOVERNMENTS (90%);",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"127","moley_2.txt","GOVERNMENT ADVISORS & MINISTERS (89%); PUBLIC OFFICIALS (78%); WORKER CATEGORIES (78%);",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"128","moley_2.txt","CIVIL SERVICES (75%); CITY GOVERNMENT (74%); JUSTICE DEPARTMENTS (74%); US STATE",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"129","moley_2.txt","GOVERNMENT (74%); PRESIDENTIAL POWERS (73%); CITIES (69%); INVESTIGATIONS (69%); LAW",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"130","moley_2.txt","ENFORCEMENT (69%)",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"131","moley_2.txt","Organization: RAYMOND MOLEY (55%)",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"132","moley_2.txt","Person: RONALD REAGAN (79%)",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"133","moley_2.txt","Geographic: NEW YORK, USA (94%); UNITED STATES (93%)",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"134","moley_2.txt","Load-Date: March 24, 2003",2,1933-04-12,"Waiver of provisions of E.O. of Jan. 17, 1873, for Raymond Moley","     Primary Sources in U.S. Presidential History           Franklin Delano","../completed_homework/moley_2.txt"
"135","moley_3.txt","                                                                                                         Page 1 of 3",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"136","moley_3.txt","                                                   FDR against the Bill of Rights",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"137","moley_3.txt","                                         FDR against the Bill of Rights",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"138","moley_3.txt","                                             Ludwig Von Mises Institute Of Canada",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"139","moley_3.txt","                                                      January 5, 2024 Friday",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"140","moley_3.txt","Copyright 2024 Content Engine, LLC.",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"141","moley_3.txt","All Rights Reserved",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"142","moley_3.txt","Copyright 2024 Mises, Canada All Rights Reserved",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"143","moley_3.txt","Length: 1151 words",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"144","moley_3.txt","Byline: David Gordon",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"145","moley_3.txt","Body",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
"146","moley_3.txt","In this week's column, I'd like to raise two questions suggested by David Beito's excellent book The New Deal's War",3,2024-01-05,"FDR against the Bill of Rights","     ContentEngine Think Tank Newswire English              David Gordon","../completed_homework/moley_3.txt"
